Water System Name,Source,County,Testing Date,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text
SOUTH SHADY ACRES WATER,1,Pierce,9/29/2023,(PFOA) PFoctanoic acid,5.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/29/2023,(PFOS) PFoctane sulfonic acid,4.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/29/2023,(PFPeA) PFpentanoic acid,4.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,12/27/2023,(PFBS) PFbutane sulfonic acid,5.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,12/27/2023,(PFHxA) PFhexanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,12/27/2023,(PFOA) PFoctanoic acid,4.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,12/27/2023,(PFOS) PFoctane sulfonic acid,4.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,12/27/2023,(PFPeA) PFpentanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/3/2024,(PFBS) PFbutane sulfonic acid,7.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/3/2024,(PFHxA) PFhexanoic acid,3.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/3/2024,(PFOA) PFoctanoic acid,4.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/3/2024,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SOUTH SHADY ACRES WATER,1,Pierce,9/3/2024,(PFPeA) PFpentanoic acid,3.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFBA) PFbutanoic acid,8.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFBS) PFbutane sulfonic acid,10ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFHpA) PFheptanoic acid,10ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFHxA) PFhexanoic acid,16ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFHxS) PFhexane sulfonic acid,19ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFOA) PFoctanoic acid,14ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFOS) PFoctane sulfonic acid,41ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,12/8/2022,(PFPeA) PFpentanoic acid,21ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFBA) PFbutanoic acid,7.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFBS) PFbutane sulfonic acid,8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFHpA) PFheptanoic acid,8.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFHxA) PFhexanoic acid,14ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFHxS) PFhexane sulfonic acid,18ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFOA) PFoctanoic acid,12ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFOS) PFoctane sulfonic acid,35ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,1/13/2023,(PFPeA) PFpentanoic acid,18ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFBA) PFbutanoic acid,7.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFBS) PFbutane sulfonic acid,9.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFHpA) PFheptanoic acid,9.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFHxA) PFhexanoic acid,18ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFHxS) PFhexane sulfonic acid,19ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFOA) PFoctanoic acid,14ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFOS) PFoctane sulfonic acid,38ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,3/15/2023,(PFPeA) PFpentanoic acid,20ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFBA) PFbutanoic acid,7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFBS) PFbutane sulfonic acid,9.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFHpA) PFheptanoic acid,8.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFHxA) PFhexanoic acid,13ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFHxS) PFhexane sulfonic acid,17ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFOA) PFoctanoic acid,11ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFOS) PFoctane sulfonic acid,25ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,8/23/2023,(PFPeA) PFpentanoic acid,18ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFBA) PFbutanoic acid,7.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFBS) PFbutane sulfonic acid,9.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFHpA) PFheptanoic acid,9.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFHxA) PFhexanoic acid,14ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFHxS) PFhexane sulfonic acid,18ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFOA) PFoctanoic acid,12ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFOS) PFoctane sulfonic acid,31ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,9/19/2023,(PFPeA) PFpentanoic acid,20ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,11/15/2023,(PFBS) PFbutane sulfonic acid,8.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,11/15/2023,(PFHpA) PFheptanoic acid,7.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,11/15/2023,(PFHxA) PFhexanoic acid,12ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,11/15/2023,(PFHxS) PFhexane sulfonic acid,17ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,11/15/2023,(PFOA) PFoctanoic acid,11ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,11/15/2023,(PFOS) PFoctane sulfonic acid,26ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFBA) PFbutanoic acid,6.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFBS) PFbutane sulfonic acid,11ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFHpA) PFheptanoic acid,9.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFHxA) PFhexanoic acid,14ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFHxS) PFhexane sulfonic acid,20ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFOA) PFoctanoic acid,12ng/L,10ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFOS) PFoctane sulfonic acid,34ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
CLEAR CREEK MOBILE HOME PARK,1,Kitsap,2/20/2024,(PFPeA) PFpentanoic acid,18ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
HIDDEN GARDENS HOMEOWNERS COOP,1,Pierce,4/12/2022,(PFBS) PFbutane sulfonic acid,2.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,12/5/2021,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,12/5/2021,(PFHxA) PFhexanoic acid,3.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,12/5/2021,(PFHxS) PFhexane sulfonic acid,2.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,12/5/2021,(PFOA) PFoctanoic acid,4.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,12/5/2021,(PFOS) PFoctane sulfonic acid,6.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,12/5/2021,(PFPeA) PFpentanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,3/20/2022,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,3/20/2022,(PFHxA) PFhexanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,3/20/2022,(PFHxS) PFhexane sulfonic acid,2.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,3/20/2022,(PFOA) PFoctanoic acid,4.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,3/20/2022,(PFOS) PFoctane sulfonic acid,6.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,3/20/2022,(PFPeA) PFpentanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,4/10/2022,(PFBS) PFbutane sulfonic acid,4.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,4/10/2022,(PFHxA) PFhexanoic acid,3.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,4/10/2022,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,4/10/2022,(PFOA) PFoctanoic acid,4.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,4/10/2022,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,4/10/2022,(PFPeA) PFpentanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,6/4/2023,(PFBS) PFbutane sulfonic acid,4.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,6/4/2023,(PFHxA) PFhexanoic acid,3.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,6/4/2023,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,6/4/2023,(PFOA) PFoctanoic acid,4.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,6/4/2023,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,5/12/2024,(PFBS) PFbutane sulfonic acid,4.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,5/12/2024,(PFHxA) PFhexanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,5/12/2024,(PFOA) PFoctanoic acid,4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY 192ND 669,1,Pierce,5/12/2024,(PFOS) PFoctane sulfonic acid,5.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,2,Pierce,12/5/2021,(PFBS) PFbutane sulfonic acid,3.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,2,Pierce,12/5/2021,(PFOS) PFoctane sulfonic acid,3.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,3/20/2022,(PFBS) PFbutane sulfonic acid,3.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,3/20/2022,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,3/20/2022,(PFOS) PFoctane sulfonic acid,3.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,4/10/2022,(PFBS) PFbutane sulfonic acid,3.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,4/10/2022,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,4/10/2022,(PFOS) PFoctane sulfonic acid,3.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,6/4/2023,(PFBS) PFbutane sulfonic acid,2.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,6/4/2023,(PFOS) PFoctane sulfonic acid,2.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,5/12/2024,(PFBS) PFbutane sulfonic acid,3.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
CRESCENT PARK 355,4,Pierce,5/12/2024,(PFOS) PFoctane sulfonic acid,3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFBA) PFbutanoic acid,3.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFBS) PFbutane sulfonic acid,5.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFHpA) PFheptanoic acid,3.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFHxA) PFhexanoic acid,9.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFHxS) PFhexane sulfonic acid,5.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFNA) PFnonanoic acid,2.7ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFOA) PFoctanoic acid,9.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFOS) PFoctane sulfonic acid,22ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,10/16/2023,(PFPeA) PFpentanoic acid,8.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFBA) PFbutanoic acid,4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFBS) PFbutane sulfonic acid,6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFHpA) PFheptanoic acid,3.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFHxA) PFhexanoic acid,11.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFHxS) PFhexane sulfonic acid,5.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFNA) PFnonanoic acid,2.2ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFOA) PFoctanoic acid,8.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFOS) PFoctane sulfonic acid,22.2ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,3/29/2024,(PFPeA) PFpentanoic acid,9.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFBA) PFbutanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFHpA) PFheptanoic acid,2.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFHxA) PFhexanoic acid,9.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFHxS) PFhexane sulfonic acid,4.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFNA) PFnonanoic acid,2.1ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFOA) PFoctanoic acid,6.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFOS) PFoctane sulfonic acid,19.6ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,6/26/2024,(PFPeA) PFpentanoic acid,7.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFBA) PFbutanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFHpA) PFheptanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFHxA) PFhexanoic acid,9.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFHxS) PFhexane sulfonic acid,5.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFNA) PFnonanoic acid,2.8ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFOA) PFoctanoic acid,7.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFOS) PFoctane sulfonic acid,21.9ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
STEVENS CO PUD - RIVERSIDE,6,Spokane,9/11/2024,(PFPeA) PFpentanoic acid,8.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPOKANE HUTTERIAN BRETHREN,3,Spokane,2/23/2022,(PFBS) PFbutane sulfonic acid,3.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPOKANE HUTTERIAN BRETHREN,3,Spokane,9/7/2023,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,8/4/2022,(PFBS) PFbutane sulfonic acid,2.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/4/2022,(PFBS) PFbutane sulfonic acid,2.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,8/4/2022,(PFHxS) PFhexane sulfonic acid,2.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/4/2022,(PFHxS) PFhexane sulfonic acid,5.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/4/2022,(PFNA) PFnonanoic acid,7.7ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,8/4/2022,(PFOA) PFoctanoic acid,3.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/4/2022,(PFOS) PFoctane sulfonic acid,16.5ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,8/4/2022,(PFOS) PFoctane sulfonic acid,2.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,8/4/2022,(PFOS) PFoctane sulfonic acid,5.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/30/2022,(PFHxS) PFhexane sulfonic acid,2.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/30/2022,(PFNA) PFnonanoic acid,2.3ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,8/30/2022,(PFOS) PFoctane sulfonic acid,6.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,6/7/2023,(PFBS) PFbutane sulfonic acid,2.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,6/7/2023,(PFHxS) PFhexane sulfonic acid,2.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,6/7/2023,(PFNA) PFnonanoic acid,4.5ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,6/7/2023,(PFOA) PFoctanoic acid,2.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,6/7/2023,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,3,Spokane,6/7/2023,(PFOS) PFoctane sulfonic acid,7.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
