Water System Name,Source,County,Testing Date,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text
DEER PARK CITY OF,2,Spokane,9/27/23,(PFHxA) PFhexanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,9/27/23,(PFHxS) PFhexane sulfonic acid,2.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,9/27/23,(PFNA) PFnonanoic acid,2.1ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,9/27/23,(PFOA) PFoctanoic acid,5.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,9/27/23,(PFOS) PFoctane sulfonic acid,4.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,9/27/23,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,9/27/23,(PFPeA) PFpentanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,12/12/23,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,12/12/23,(PFHxS) PFhexane sulfonic acid,2.4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,2,Spokane,12/12/23,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,12/12/23,(PFOS) PFoctane sulfonic acid,5.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DEER PARK CITY OF,6,Spokane,2/21/24,(PFOS) PFoctane sulfonic acid,2.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,11/29/22,(PFOA) PFoctanoic acid,7.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,1/25/23,(PFOA) PFoctanoic acid,10ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,4/12/23,(PFOA) PFoctanoic acid,5.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,9/25/23,(PFOA) PFoctanoic acid,5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,12/5/23,(PFOA) PFoctanoic acid,7.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,2/20/24,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,5/8/24,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
PUDDINGSTONE,1,Kitsap,8/15/24,(PFOA) PFoctanoic acid,7.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,5/29/24,(PFBS) PFbutane sulfonic acid,5.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,5/29/24,(PFHxA) PFhexanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,5/29/24,(PFOA) PFoctanoic acid,3.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,5/29/24,(PFOS) PFoctane sulfonic acid,6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,5/29/24,(PFPeA) PFpentanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,8/12/24,(PFBS) PFbutane sulfonic acid,7.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,8/12/24,(PFHxA) PFhexanoic acid,4.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,8/12/24,(PFOA) PFoctanoic acid,6.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,8/12/24,(PFOS) PFoctane sulfonic acid,8.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,8/12/24,(PFPeA) PFpentanoic acid,4.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,11/27/24,(PFBS) PFbutane sulfonic acid,7.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,11/27/24,(PFHxA) PFhexanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,11/27/24,(PFOA) PFoctanoic acid,4.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,11/27/24,(PFOS) PFoctane sulfonic acid,8.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WINCHESTER MOBILE HOMES WATER,1,Pierce,11/27/24,(PFPeA) PFpentanoic acid,4.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DRUSE WATER ASSOCIATION,1,Yakima,4/15/24,(PFHxS) PFhexane sulfonic acid,2.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DRUSE WATER ASSOCIATION,1,Yakima,4/15/24,(PFOA) PFoctanoic acid,2.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DRUSE WATER ASSOCIATION,1,Yakima,4/15/24,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DRUSE WATER ASSOCIATION,1,Yakima,11/6/24,(PFOA) PFoctanoic acid,3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DRUSE WATER ASSOCIATION,1,Yakima,11/6/24,(PFOS) PFoctane sulfonic acid,4.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DRUSE WATER ASSOCIATION,1,Yakima,11/6/24,(PFPeA) PFpentanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,3/27/23,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,3/27/23,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,3/27/23,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,3/27/23,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFOA) PFoctanoic acid,10ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFOA) PFoctanoic acid,10ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFOA) PFoctanoic acid,9.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,3/27/23,(PFOA) PFoctanoic acid,9.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFOA) PFoctanoic acid,9.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,3/27/23,(PFOA) PFoctanoic acid,9.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,3/27/23,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,3/27/23,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,3/27/23,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,3/27/23,(PFOS) PFoctane sulfonic acid,4.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,6/26/23,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,6/26/23,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,5.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,5.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,5.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,5.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,6/26/23,(PFHxS) PFhexane sulfonic acid,5.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFOA) PFoctanoic acid,6.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFOA) PFoctanoic acid,6.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFOA) PFoctanoic acid,6.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,6/26/23,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,6/26/23,(PFOA) PFoctanoic acid,7.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,2.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,2.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,2.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,3,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,4,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,5,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,6,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
DUPONT WATER SYSTEM CITY OF,9,Pierce,6/26/23,(PFOS) PFoctane sulfonic acid,3.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,12/5/21,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,12/5/21,(PFOA) PFoctanoic acid,2.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,12/5/21,(PFOS) PFoctane sulfonic acid,2.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,1,Pierce,6/26/22,(PFBS) PFbutane sulfonic acid,7.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,1,Pierce,6/26/22,(PFHpA) PFheptanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,1,Pierce,6/26/22,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,1,Pierce,6/26/22,(PFHxS) PFhexane sulfonic acid,2.1ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,1,Pierce,6/26/22,(PFOA) PFoctanoic acid,7.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,1,Pierce,6/26/22,(PFOS) PFoctane sulfonic acid,5.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,9/11/22,(PFBS) PFbutane sulfonic acid,5.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,9/11/22,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,9/11/22,(PFHxS) PFhexane sulfonic acid,1.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,9/11/22,(PFOA) PFoctanoic acid,5.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,9/11/22,(PFOS) PFoctane sulfonic acid,4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,6/4/23,(PFBS) PFbutane sulfonic acid,5.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,6/4/23,(PFHxA) PFhexanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,6/4/23,(PFOA) PFoctanoic acid,4.8ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,6/4/23,(PFOS) PFoctane sulfonic acid,3.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,5/12/24,(PFBS) PFbutane sulfonic acid,6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,5/12/24,(PFHpA) PFheptanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,5/12/24,(PFHxA) PFhexanoic acid,2.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,5/12/24,(PFOA) PFoctanoic acid,7.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WHISKEY HOLLOW 670,2,Pierce,5/12/24,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
NAGLER ESTATES WATER USERS ASSN,2,Yakima,9/5/24,(PFHxA) PFhexanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
NAGLER ESTATES WATER USERS ASSN,2,Yakima,9/5/24,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
NAGLER ESTATES WATER USERS ASSN,2,Yakima,9/5/24,(PFPeA) PFpentanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFHpA) PFheptanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFHxA) PFhexanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFHxS) PFhexane sulfonic acid,3.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,1/31/23,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFOA) PFoctanoic acid,7.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFOS) PFoctane sulfonic acid,15.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,2,Spokane,1/31/23,(PFOS) PFoctane sulfonic acid,3.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,1/31/23,(PFOS) PFoctane sulfonic acid,3.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,1/31/23,(PFPeA) PFpentanoic acid,3.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,2,Spokane,4/16/24,(PFBS) PFbutane sulfonic acid,2.1ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,4/16/24,(PFBS) PFbutane sulfonic acid,2.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,4/16/24,(PFBS) PFbutane sulfonic acid,2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,2,Spokane,4/16/24,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,4/16/24,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,4/16/24,(PFHxA) PFhexanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,2,Spokane,4/16/24,(PFOA) PFoctanoic acid,2.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,4/16/24,(PFOA) PFoctanoic acid,3.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,4/16/24,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,4/16/24,(PFOS) PFoctane sulfonic acid,4.6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,2,Spokane,4/16/24,(PFOS) PFoctane sulfonic acid,5.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,4/16/24,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,1,Spokane,4/16/24,(PFPeA) PFpentanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,2,Spokane,4/16/24,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
EAST SPOKANE WATER DIST 1,11,Spokane,4/16/24,(PFPeA) PFpentanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,11/29/23,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,11/29/23,(PFHxA) PFhexanoic acid,4.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,11/29/23,(PFOA) PFoctanoic acid,4.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,11/29/23,(PFOS) PFoctane sulfonic acid,4.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,7/19/24,(PFBS) PFbutane sulfonic acid,4.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,7/19/24,(PFHxA) PFhexanoic acid,5.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,7/19/24,(PFOA) PFoctanoic acid,5.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,7/19/24,(PFOS) PFoctane sulfonic acid,7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,7/19/24,(PFPeA) PFpentanoic acid,5.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,12/2/24,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,12/2/24,(PFHxA) PFhexanoic acid,4.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,12/2/24,(PFOA) PFoctanoic acid,4.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,12/2/24,(PFOS) PFoctane sulfonic acid,6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
SPANAWAY VILLAGE WATER SYSTEM,1,Pierce,12/2/24,(PFPeA) PFpentanoic acid,4.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ENCHANTED FIRS MOBILE ESTATES,1,Pierce,3/22/22,(PFBA) PFbutanoic acid,2.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ENCHANTED FIRS MOBILE ESTATES,1,Pierce,3/22/22,(PFBS) PFbutane sulfonic acid,4.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
ENCHANTED FIRS MOBILE ESTATES,1,Pierce,3/22/22,(PFHpA) PFheptanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ENCHANTED FIRS MOBILE ESTATES,1,Pierce,3/22/22,(PFHxA) PFhexanoic acid,5.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ENCHANTED FIRS MOBILE ESTATES,1,Pierce,3/22/22,(PFHxS) PFhexane sulfonic acid,2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
